feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
word_svd_82,0.7272662318711288,6.0309355292575974e-05,0.0002646618099487851,0.7272059225158363
word_svd_80,0.7272662318711288,5.706237406304382e-05,0.0005497119033011161,0.7272091694970658
word_svd_197,0.7272662318711288,5.585578662830049e-05,0.0007232110690943757,0.7272103760845006
char_svd_77,0.7272662318711288,5.5839496541598696e-05,0.0009209015981210551,0.7272103923745872
word_svd_114,0.7272662318711288,4.5607488323051726e-05,0.0009249810563405103,0.7272206243828058
class_0_top_unique_match_count,0.7272662318711288,3.943491409172939e-05,0.0004587726005817638,0.7272267969570371
char_svd_44,0.7272662318711288,3.554399159022559e-05,0.0006585764952765057,0.7272306878795386
word_svd_100,0.7272662318711288,2.9312003867665303e-05,0.0009081879076905519,0.7272369198672611
char_svd_103,0.7272662318711288,2.4228437240902954e-05,0.0007875700942121902,0.7272420034338879
char_svd_140,0.7272662318711288,2.0306074179798905e-05,0.0006955091757572404,0.727245925796949
num_spaces,0.7272662318711288,1.810108007329614e-05,0.0006306550188125246,0.7272481307910555
num_empty_like_fragments,0.7272662318711288,1.579832085600863e-05,1.934891244499535e-05,0.7272504335502729
word_svd_160,0.7272662318711288,1.1441002682466284e-05,0.0004175672781342519,0.7272547908684464
num_mixed_punct,0.7272662318711288,8.945398523541038e-06,0.0005716771920151019,0.7272572864726052
class_0_has_top_word,0.7272662318711288,7.899160428004314e-06,1.579832085600863e-05,0.7272583327107008
num_unique_words,0.7272662318711288,6.161964472606307e-06,0.0002875299817695118,0.7272600699066563
max_char_repeat,0.7272662318711288,6.071514918337684e-06,0.00039737215379653513,0.7272601603562104
word_svd_21,0.7272662318711288,4.8201379503787224e-06,0.0005630015077959698,0.7272614117331785
has_many_questions,0.7272662318711288,0.0,0.0,0.7272662318711288
has_size_issue,0.7272662318711288,0.0,0.0,0.7272662318711288
has_caps_word,0.7272662318711288,0.0,0.0,0.7272662318711288
class_-1_has_top_word,0.7272662318711288,0.0,0.0,0.7272662318711288
